134,-73.17140714,-8.98397478,34,3,79,102,175,91,149,0
135,-75.48398185,-9.00397676,62,91,100,13,55,96,93,0
136,-74.61667333,-8.96019,127,23,139,32,90,85,166,0
137,-75.21903513,-8.90237969,168,182,20,5,179,111,161,0
138,-73.7189949,-8.92036215,108,134,179,101,13,36,5,0
139,-75.46193795,-9.01840259,31,179,137,82,141,149,180,0
140,-75.5030694,-8.96928622,140,110,159,170,182,174,99,0
141,-75.38961281,-8.94039629,98,140,146,185,131,52,64,0
142,-73.893419,-8.941869,144,58,18,78,14,135,87,0
143,-74.57308352,-8.81568827,54,75,80,151,21,149,147,0
144,-74.96300457,-8.80218301,146,77,109,111,5,67,150,0
145,-75.44721006,-8.97789002,184,96,24,55,18,20,184,0
146,-75.74505778,-8.93614653,86,186,180,152,107,74,86,0
147,-73.88894728,-8.93578903,101,74,42,102,100,92,140,0
148,-74.51819052,-8.8628139,73,61,132,148,34,177,4,0
149,-75.19541833,-8.857996667,89,14,96,184,93,75,60,0
150,-74.62436138,-8.93506839,177,49,7,113,34,67,10,0
151,-75.25064333,-8.83675,138,17,152,161,146,82,4,0
152,-74.15087451,-8.74809341,135,80,83,46,118,92,14,0
153,-75.21826973,-8.71554233,104,83,62,175,101,124,104,0
154,-73.87402152,-8.92427539,63,15,167,169,61,143,120,0
155,-75.48274728,-8.92230702,59,138,82,78,71,185,162,0
156,-75.36826513,-8.91827247,97,127,130,117,51,139,175,0
157,-73.89590802,-8.89787728,53,130,91,45,121,109,71,0
158,-73.96264364,-8.89522777,152,150,35,26,31,45,41,0
159,-73.9278029,-8.89022252,67,18,30,104,97,150,94,0
160,-73.93035527,-8.89005477,176,175,33,150,27,76,48,0
161,-73.81160972,-8.88863392,180,76,128,157,85,31,24,0
162,-73.81745327,-8.88780128,150,80,20,58,149,168,103,0
163,-73.81205327,-8.88651853,63,24,79,94,116,17,184,0
164,-73.86165428,-8.8833359,76,153,41,24,16,112,32,0
165,-75.20236068,-8.88323977,16,116,20,102,157,139,66,0
166,-74.4981304,-8.88119315,112,133,12,177,175,120,167,0
167,-75.30400152,-8.87827153,147,31,114,35,94,35,141,0
168,-75.04796225,-8.86237918,178,60,176,47,52,32,72,0
169,-75.15953408,-8.87345654,69,51,119,139,140,81,141,0
170,-75.34817929,-8.86966419,79,86,172,117,32,32,184,0
171,-75.01154042,-8.7239581,176,49,62,76,86,182,138,0
172,-73.81255903,-8.86670265,74,3,100,41,72,130,37,0
173,-75.122417,-8.87603937,77,57,178,9,44,84,76,0
174,-75.23407778,-8.85849852,108,130,91,57,20,54,51,0
175,-75.14388002,-8.85833003,186,2,87,15,28,148,181,0
176,-74.02642815,-8.85698552,119,28,2,115,44,158,12,0
177,-75.27396052,-8.85439815,16,100,23,92,62,52,124,0
178,-75.60232838,-8.97731956,8,66,12,160,169,95,18,0
179,-75.12584663,-8.85981397,71,35,38,72,126,2,156,0
180,-75.16473346,-8.84861186,171,127,25,50,97,29,97,0
181,-75.14630506,-8.85596144,87,82,72,69,153,22,147,0
182,-74.20127665,-8.85024565,27,90,70,72,99,20,59,0
183,-75.29639864,-8.8716255,78,161,174,128,172,51,119,0
184,-75.00626486,-8.83769977,24,133,161,173,34,106,29,0
185,-75.10463679,-8.84521802,124,162,5,178,183,13,181,0
186,-75.26248214,-8.84925709,138,29,94,44,129,21,13,0

